date,M0_raw_spread_h3,M1_slope_h3,M2_slope_curv_h3,M3_full_ns_h3,M4_db1_b2_b3_h3,M0_raw_spread_h6,M1_slope_h6,M2_slope_curv_h6,M3_full_ns_h6,M4_db1_b2_b3_h6,M0_raw_spread_h12,M1_slope_h12,M2_slope_curv_h12,M3_full_ns_h12,M4_db1_b2_b3_h12
1970-12-01,0.10474531777146068,0.10260463816650278,0.09632355203302306,0.06687894765871787,0.09487249017961547,0.08536200537484234,0.08266803957291213,0.06434316684667345,0.04494131919416164,0.06526172847578052,0.05923457102911461,0.056668965280978784,0.04254051221436906,0.03782913528125904,0.04308320396223366
1971-01-01,0.08633131442759318,0.08296530606731517,0.07336020195696392,0.032474412155206245,0.0814711220107861,0.06452976375693383,0.0606756386284314,0.03689088496716337,0.015612819332819708,0.031826317115404845,0.03875322685215479,0.0354795154057157,0.019526279964986633,0.013538341972107354,0.017805668468849643
1971-02-01,0.05539086634331579,0.05401308986377848,0.05044813961105486,0.04155116244489258,0.04260090488715493,0.03346755061518582,0.03203354107399523,0.024362981985300704,0.021053590590239157,0.029942611003518853,0.013940433530275758,0.013153279244369214,0.009771567890010966,0.010386682135442167,0.011332984559989755
1971-03-01,0.08362105785898638,0.08308532588213202,0.08192391818895,0.07045810425687311,0.08865409105721833,0.061594497455671464,0.060804484479150496,0.05746811159323385,0.051172539209645033,0.052018563654986166,0.03608490567042925,0.03559472858467208,0.03438777181725368,0.035006670329292854,0.03227253408633868
1971-04-01,0.11921983349461729,0.11494043494056294,0.10221149324346501,0.040384916523517896,0.10742360025006809,0.10268894834026071,0.09731060631478916,0.06092483457644919,0.022671261205911602,0.056649899110061665,0.07803264610285417,0.07225209047886991,0.04130330762479039,0.026273254090713523,0.039582606935384686
1971-05-01,0.12521553933604712,0.12140410042262206,0.10991813704868203,0.05216935226761544,0.10216194554811775,0.11007799802847346,0.10520362244471643,0.07095256411307951,0.03244607585417282,0.07710475606627056,0.08646046330874763,0.08106540960469161,0.05085062738012616,0.03589437667861446,0.053888827542524845
1971-06-01,0.19678043721602706,0.19111764520317415,0.17294021138621057,0.06991588692922181,0.17415372985995925,0.20519633193036535,0.19739919494181823,0.1343820121701076,0.05171000206540299,0.13218558725216434,0.20983594991812315,0.19875819939933165,0.12745891924797909,0.08189387455668196,0.1265170406618208
1971-07-01,0.1890349517747319,0.18233206326601775,0.16129777857138922,0.055699197324384504,0.16180142163396127,0.19443135870251466,0.18523031405846135,0.11503645410017244,0.03677895316918666,0.11352067146639255,0.19487272847274673,0.18208274829414167,0.10456895175673542,0.0615881281256054,0.10407436631763184
1971-08-01,0.1443633115222518,0.1412605112071741,0.13156162005221372,0.06928856597789573,0.12979184499095986,0.13439403866441163,0.1302750315691792,0.09861107514953288,0.05096518673095501,0.09969040022821074,0.11566031697939705,0.11068615143500066,0.0800383877432077,0.05943667660493141,0.08080891706141718
1971-09-01,0.15826911634784002,0.15486286678919187,0.1440407809138433,0.06878414126317578,0.14983228642243507,0.1526477064677046,0.14807001773016187,0.11168131710848866,0.052066025838394404,0.10575880866904058,0.13882706421600166,0.13297246089002246,0.09578194265816037,0.06721022985340952,0.09279462628290014
1971-10-01,0.11955447121988749,0.11648777692860185,0.10726350256237072,0.0518853418776611,0.10602458803230597,0.10309826048588139,0.09918700872879005,0.07155560045089862,0.03371027846280875,0.0721612235356656,0.07849346371914509,0.07432258117186351,0.0506759746682574,0.03613002103007234,0.05113620547201136
1971-11-01,0.12135087722109267,0.11824055729599897,0.10886185064855985,0.05360854686057286,0.10588103144802358,0.10530187193636492,0.10132262502983885,0.07307008797727375,0.035070650555375955,0.07516830877116629,0.08098673375572879,0.07669809666673476,0.052269714918168925,0.03763956794714364,0.05342742789235917
1971-12-01,0.10180059864831459,0.10006788348373447,0.09504900860151294,0.06312397112950914,0.08904111609267784,0.08193350656392362,0.07973105528892172,0.06500841208167292,0.04349550654220259,0.07009908552937208,0.055692261008190046,0.053674924599326115,0.04273493385422528,0.03691195334795147,0.0450528254423935
1972-01-01,0.09107507473403686,0.08817154714799336,0.0798161555870831,0.04113521637250269,0.07906363616075379,0.06975252915446355,0.06633107655943721,0.04448359451943518,0.022406302240402496,0.044728211351872375,0.04364222213620631,0.0406423556972606,0.025334699040809688,0.019132807068877482,0.025554923648939597
1972-02-01,0.09321029379343282,0.09045593136619129,0.08250442583699774,0.043590467651011856,0.08184255817898145,0.07213742098699881,0.06885419702047102,0.04764035483788051,0.02470537422757637,0.047833892057451526,0.04593227945685817,0.0430132155321732,0.02788920937844793,0.021311139018518364,0.028095436173702734
1972-03-01,0.13960184470497783,0.1359337753238553,0.1246346122880857,0.05826724504921067,0.12658468835869008,0.12825260477071232,0.12343641428455665,0.08776204933102716,0.03970690486935893,0.08551557238550045,0.10809122610886357,0.10238273312942442,0.06858511043810714,0.047729794988938895,0.06767749747605271
1972-04-01,0.10557272248457694,0.10227503712559144,0.09257962776822881,0.044844513099850845,0.0890179061513035,0.08633151681907647,0.08228493862045855,0.055286733004523296,0.025935169528330138,0.057684663415179235,0.060247531108629904,0.05627578668846798,0.03512579043502702,0.025300978828958876,0.03628593463892893
1972-05-01,0.11366651012695139,0.11039856947036547,0.10067053313786284,0.04788909939172954,0.10222970223358269,0.09595208940024685,0.09185250438115228,0.06366162092865972,0.029345611984847413,0.06202649425031535,0.07055495121308086,0.06632125169663446,0.04302821179327899,0.03049655739195866,0.042475150366453183
1972-06-01,0.14270410132685507,0.1394334738675298,0.12926020485827683,0.0646157619129909,0.12710169375704022,0.13224728660692725,0.12792070882151801,0.09505863651169671,0.04641615015540862,0.09646662076808066,0.11300071195293937,0.10781002904363601,0.07622752193068064,0.05500569545016686,0.07716321319284716
1972-07-01,0.12640091007125875,0.1220832855719956,0.1091193122290457,0.04268080842549903,0.11170731713628407,0.11155238672948087,0.10604119262865253,0.06788090728884993,0.025044401807752883,0.06534746585737596,0.08816893756264593,0.08201625214452041,0.04823171923993951,0.030432580325493338,0.047264878928950496
1972-08-01,0.1562271420979398,0.15152931650948082,0.13693577297781906,0.054754256261262485,0.134449269344321,0.1499394340705974,0.14366735904820127,0.09663604751508748,0.03670545613955127,0.09810259734027588,0.1353310939608129,0.12737334588140958,0.07990132984445636,0.05088548895655092,0.08093689230600948
1972-09-01,0.16260151147731977,0.1592588785388609,0.1485576519783418,0.07698675577607333,0.1409058257853671,0.15842336700276244,0.1539144667335997,0.11746417281099553,0.05969770856744533,0.12438935761648062,0.14634544421433077,0.14048497498300583,0.1026544266157301,0.07531762197199719,0.10665801541050346
1972-10-01,0.1641401543971478,0.15916813698744048,0.14363178181266079,0.05461920709063104,0.15197595094387822,0.16048397527747404,0.15379339597242575,0.1029862152279204,0.037059344626993417,0.09511771410969211,0.1490477789521948,0.1403284581396091,0.0876683372147456,0.05431256746343022,0.0836870393916122
1972-11-01,0.16730144363794114,0.1623017221577584,0.14662575297832386,0.05377725952764127,0.14918555763785846,0.1647326075405266,0.15798456256683202,0.10632983778946631,0.036869848487576885,0.10324842445177851,0.15465130826038287,0.1457678737757116,0.09167327201819453,0.055694366513607284,0.09028659929361099
1972-12-01,0.17840116511651255,0.17441861471159487,0.16154309378696896,0.07419095433251903,0.1526412708457653,0.17979953195676684,0.17437775791730337,0.12968589832725064,0.057925644053950655,0.13784753617673245,0.17484277216930194,0.16743385837325764,0.11879448927962971,0.08160432154005204,0.1236600196330978
1973-01-01,0.16488463871540382,0.16530830184278106,0.1662427525169824,0.16260429445940272,0.13541995629695303,0.1614827389676689,0.16202519203181526,0.16415538897669196,0.16190937225059648,0.20330371629483518,0.15036124580696653,0.15105208900478784,0.15437728667239897,0.15803261289781412,0.17652969532096874
1973-02-01,0.18897149905631672,0.18843577121146948,0.1859699615928347,0.15594735076011013,0.18991807037782804,0.194343526430854,0.19367190005738155,0.18313845420344155,0.1543744030897538,0.17834008297022608,0.19475138707586248,0.19362455045908966,0.1818921647727615,0.17068670502671973,0.17908079790891873
1973-03-01,0.2421465842306229,0.24403042656459406,0.24843764366375637,0.23677854697415418,0.24644202898005546,0.26961051481363774,0.2726631737015234,0.2870637538164718,0.27299999434106104,0.28916431425745825,0.3021085001125021,0.3058334462362362,0.32167584537426763,0.31543188584972826,0.3228056744266543
1973-04-01,0.215512508180921,0.2165121654327931,0.2185138696382964,0.2043373928959653,0.21976284344904734,0.2315480353360917,0.2331665727354823,0.23863411088523884,0.2234372112626722,0.23681196048396064,0.2471183792970046,0.24898144500377462,0.2549433354733136,0.24978402391331067,0.2537281609731397
1973-05-01,0.2268283572964625,0.22994250065482297,0.2386043163933404,0.26912559952179615,0.22810805090085523,0.24764769634366168,0.25236652105307505,0.28358583781909497,0.3148341236125918,0.2967579078117597,0.2702514118175122,0.2764882307049255,0.31302274824835,0.33234818498053387,0.3209984304043191
1973-06-01,0.27810029752866133,0.28404022099701853,0.30104580702748784,0.3648453515704465,0.2996720757885265,0.32165612456574033,0.3308431789294901,0.3945087189362996,0.45828681482250244,0.39646727023279893,0.37823240196339264,0.39055096718704874,0.4638994731472281,0.49626877370779754,0.4644903125432933
1973-07-01,0.3536131218592947,0.35885213588864384,0.3721831724077693,0.4046074727563107,0.3663525819229616,0.4311743022738558,0.4396362821310778,0.4861149868210056,0.5120333068434486,0.49284076716125885,0.5356773534003022,0.5457042119037598,0.5927561853327696,0.6014876957754554,0.5960646104731315
1973-08-01,0.32785729049830353,0.3356791556899161,0.3579026386738547,0.44553724662937794,0.36290521653032337,0.393975258585751,0.4061220849363538,0.48794689707756694,0.5703641653724303,0.48230741324993803,0.48311744216043057,0.4988426831778467,0.5881326813042846,0.6254736776513423,0.5839997340726841
1973-09-01,0.25558150570378146,0.2617459586885634,0.2799388614404903,0.36045464833954743,0.29272951284617205,0.28899603689663755,0.2983531999131135,0.3674214798282657,0.4505519942928997,0.35199897283648834,0.3304112342709795,0.34320504910202987,0.42433032651309843,0.4682490150272872,0.41399931037442766
1973-10-01,0.22271571100860116,0.2278668482248271,0.24333389394459448,0.32788070016251025,0.24105378714345127,0.24178272211794805,0.24938870474499625,0.30791122393185233,0.3975073759572344,0.31117533102124295,0.2617987579084642,0.27220339656401205,0.34160108330246153,0.3914159397018549,0.3431792377663151
1973-11-01,0.23423532412393755,0.23987892442068542,0.2567629890827082,0.3418774698278148,0.26236720723062856,0.2582460419646971,0.2666677515598879,0.3308358332573009,0.4204304498787635,0.32421602254864296,0.2855886581320799,0.2971429975644857,0.37315863749116607,0.42211163447222305,0.3684445982399345
1973-12-01,0.21963452916340925,0.22575315208411345,0.244528180965094,0.3607181328375384,0.23745664718031645,0.2373987107663496,0.2463600340404481,0.3184206591988574,0.441935945641386,0.3281755064587668,0.255498900819879,0.2678518507224421,0.3535032404996624,0.4210003847304765,0.35904141069235873
1974-01-01,0.19471464122784793,0.19890041276614545,0.21167594325984807,0.30255520465775054,0.2124562133625888,0.20231697369289564,0.2082742693918106,0.2558878918656514,0.352904032597532,0.25522765337347664,0.20581650262311435,0.21385617221482922,0.2699430656091584,0.324840089765041,0.2692075723900381
1974-02-01,0.19304073080713957,0.19721956328103846,0.2100028781298085,0.30515176726933674,0.20941120367418203,0.19998815097468475,0.20591848901305781,0.2535503427014783,0.3550842226244042,0.2546120744140269,0.20257453329800162,0.21057125918504505,0.26663479469814866,0.32395077089948154,0.26696804420718356
1974-03-01,0.27829941997277746,0.2839518482056287,0.3000062986121634,0.39393677932870985,0.29670102375384944,0.32194552412712985,0.33071419623037934,0.39058093214297374,0.48502660119343716,0.3948957894862025,0.378655995445087,0.39036324971229724,0.4592007439139708,0.5093248171381259,0.46128464611137415
1974-04-01,0.31832103935285727,0.3239063517118063,0.3389921266222316,0.4237108353840312,0.33632967140382375,0.38014023601605035,0.3890068474844609,0.4436766923125993,0.5247845748879292,0.4469140836901811,0.4632727605178666,0.474525602951446,0.5340976174607939,0.5745980691599036,0.5354233068315417
1974-05-01,0.29528564013053105,0.3002828520684109,0.313871663439386,0.394616202838172,0.3204409756520471,0.34664980515951327,0.3545569850686524,0.40414900780595964,0.4835012608503755,0.3961250735997318,0.41474559165501224,0.42497945243243984,0.48048777374898544,0.522219111859374,0.47493626014939266
1974-06-01,0.3083295832889221,0.3116328122304588,0.31949093324066674,0.36028821202404027,0.32769640010888146,0.3656222487008812,0.37112085368371994,0.3979057672325359,0.43523020720043953,0.38766143671227987,0.44231052081592503,0.44888810933823664,0.47661297567245386,0.49630250446549234,0.4697803266186644
1974-07-01,0.30405443035838176,0.30695183812813565,0.313574357160789,0.358006189703601,0.30998327199433995,0.3594055293298721,0.3642914504768803,0.3863506645916025,0.42759648816272455,0.3903099779386853,0.43329727002493684,0.43904750560030265,0.46140045962923726,0.4840918443031122,0.46347562775724294
1974-08-01,0.3425340035474098,0.35074374696474714,0.3739490718416527,0.5281782608721769,0.35248330115423254,0.4152083780485028,0.42794046451959855,0.5125167868092385,0.6548093990826513,0.5385001227532864,0.5132757645271525,0.5294757531998238,0.6197646940036761,0.6878335750678991,0.633832363097632
1974-09-01,0.20839625722973,0.21184491739638245,0.22192754236576084,0.3366182403089115,0.22897427086212802,0.22148894817548886,0.22653537966875675,0.26344122138265,0.3830617730930513,0.2549952380714174,0.2327900989492922,0.23955697348602867,0.283085943299037,0.35152790493609914,0.2775115495111871
1974-10-01,0.2135715101493621,0.21477171245672244,0.21744833989302503,0.2601341559760062,0.23861587922689337,0.2287989832356736,0.23069106468347228,0.238749160786544,0.28178689308076116,0.21470888262740173,0.24319205064617871,0.24545806889946986,0.2545578636813641,0.28301474909960955,0.2392760716048466
1974-11-01,0.19568011890263476,0.19846159631403754,0.2065676893396582,0.28867503158492414,0.2057345289419728,0.20366195696460254,0.20765888591922127,0.23674773980324681,0.3225040485480759,0.2378059365311453,0.20769253492847572,0.21299734481196225,0.24720388847818692,0.29744147573593105,0.2476604215328766
1974-12-01,0.18173203182923486,0.18485361891657442,0.19431853970149615,0.2873401451897445,0.19677666881284128,0.18436317000749086,0.18871052753989925,0.22303474446720928,0.3210245124998166,0.2202238396592286,0.18104875779237684,0.18682632451046122,0.22693427975204156,0.28284897411189996,0.22501921261370988
1975-01-01,0.11215435903974652,0.11106509491918404,0.10790364490374149,0.1258781105686203,0.11265027715339232,0.09413636641888673,0.09264875863632227,0.08256043624729276,0.09949189291620308,0.07811460422426009,0.06857515073692484,0.06717775420570371,0.059583503378985055,0.07174551882928187,0.05760733177521886
1975-02-01,0.0939931407078306,0.09293307633249726,0.09005008455865038,0.11005413360258909,0.08919483681313206,0.07301694862442226,0.07161782176139053,0.06317487996008074,0.08089843417592302,0.06375529168551546,0.04678563620225326,0.04565573692446982,0.04022742807908754,0.05114919930134201,0.04058179027568204
1975-03-01,0.08567227915537345,0.08491243529066506,0.08303382104773643,0.12643107756482008,0.07138154874996501,0.06381268818802104,0.06277498451269917,0.05741971604355014,0.09328759423952132,0.0685098086499326,0.038095962053751216,0.03737095152736309,0.03459851243136972,0.051398005401979086,0.039056029002348475
1975-04-01,0.10781706307176364,0.10500269839941884,0.0966842325795525,0.09845442959844508,0.09898048861264658,0.08897465732792714,0.08546856771889899,0.06156421993313218,0.06456373908219035,0.05941546510798825,0.0630337007896143,0.05956666166395835,0.04056558399739023,0.04626378062849329,0.03978778400795696
1975-05-01,0.07675461714561128,0.0746211077605075,0.06866763711715758,0.07779672049879695,0.06866838191641382,0.054325756988403015,0.05190472914863416,0.03717561010012458,0.0447065385037401,0.03698171765860128,0.029739766914323673,0.02791813509770596,0.018986741302068743,0.02429389688181953,0.01901564169684218
1975-06-01,0.12377277129921294,0.12176935947173845,0.11566683953848661,0.12201175264414249,0.11896233329901118,0.1082893878900707,0.10565387058478376,0.08625795958774357,0.09315603293546632,0.08298121360913291,0.08439962132283663,0.08157618742830741,0.06478429606227261,0.07320023281267661,0.06334870109055273
1975-07-01,0.1465431857638686,0.1447803189760059,0.13910807813303222,0.15272055854978878,0.13329842817932464,0.13722501471801524,0.13483549919340115,0.11521997756725622,0.1284519005775212,0.12069359919477535,0.11918961718204818,0.11630769480844122,0.09737898295852387,0.11004175003165872,0.1004554400885625
1975-08-01,0.15351839110808507,0.15242462138461893,0.1487261138006642,0.17780007176513046,0.14452356136804756,0.14636109457725943,0.1448472550468186,0.13126558619272327,0.15898371520182591,0.1353084291135726,0.13074209833254213,0.1288686612959215,0.11567298602573134,0.13582723141623054,0.11803388575748458
1975-09-01,0.15984543727285183,0.1581018917621541,0.15230072266729872,0.1736649981322287,0.14842867987447667,0.15474456034478157,0.15237211560654945,0.13157864315965306,0.15173891619234076,0.13509990786916792,0.1415468798158459,0.13849384461875935,0.11728064874079952,0.1341246220452718,0.11940247329067971
1975-10-01,0.0910381781054872,0.08871618385450997,0.0820558339855838,0.08601622502921774,0.08872016602736804,0.06971150064698577,0.06693037838858232,0.049010035300467374,0.05355325577824649,0.04408713055305861,0.04360313434869058,0.04120181833289916,0.02871666960470914,0.033992217251964836,0.026889772108358866
1975-11-01,0.10065199452005524,0.09847425874669091,0.09213064368253371,0.1039118926206643,0.08659273150925523,0.08060567716060385,0.07789975094207112,0.059790037627725647,0.070246012319451,0.06421314608568042,0.05433740034496221,0.05183196009442819,0.0382624232607726,0.0466592143690778,0.04025502147114765
1975-12-01,0.08967584592149747,0.08780479939186436,0.08249809960984766,0.09284964212171393,0.08611352405054379,0.0682010075511968,0.06592832168193148,0.05143457977975123,0.06070287802039354,0.04850918538423933,0.04217148772157514,0.040267675937206066,0.030424515693728865,0.03750942895577345,0.029378668893966408
1976-01-01,0.06685857647011896,0.06432724215141238,0.0573347165002272,0.0543567733751512,0.057275135661045105,0.04430883539969529,0.04163384357861886,0.026089535010767287,0.025994595441769543,0.025944537528200855,0.021667683023456594,0.019835826206123203,0.011386154311681936,0.013353935938715008,0.011418566648182955
1976-02-01,0.09324148163279494,0.09140539172105372,0.08616654646771982,0.0967329596289413,0.08337881147392828,0.07217240816631448,0.06991011037279506,0.055283602123227665,0.06489235240224998,0.05734104772715798,0.045966135845048973,0.04401730371014025,0.03379775964870887,0.041312097588378324,0.03475227905981748
1976-03-01,0.093737197338151,0.09182250267534114,0.08634261338739013,0.09243975995062481,0.08766215319633086,0.07272909611038006,0.07037531026309402,0.05509518319422405,0.06144447323025829,0.05382576343303278,0.046505832879752684,0.04446186188370389,0.03370400422001343,0.039950412912152136,0.033310221575868076
1976-04-01,0.090926858778066,0.08976545024133054,0.08659895463405776,0.11097764944424315,0.0818556470935835,0.06958775309499589,0.06808894815857675,0.05903052981986125,0.07973077760095099,0.06303553762151871,0.04348530427438692,0.04228988070032944,0.036500439522550485,0.04824109796321013,0.038241366612883874
1976-05-01,0.11498847303465126,0.1131087061848019,0.10749122569302522,0.11950366198166357,0.10541791428946662,0.09754610334613434,0.09510033807120016,0.07774786458905678,0.08912124923692,0.07929418204352134,0.0723056933626612,0.0698336777653538,0.05562978201379575,0.06553635630750967,0.0564998111567877
1976-06-01,0.10760347949408727,0.10562768332907663,0.09980821557694908,0.10671917490953658,0.10185224856406222,0.08872229179098523,0.08620221551866458,0.06886599572780447,0.07606123125381935,0.06686824301638378,0.06276614510170302,0.060332498652786976,0.046765787655879194,0.05432256159388132,0.04601689202681573
1976-07-01,0.08658706824508972,0.08474681233888132,0.0795633703584871,0.09144716466165176,0.07668723566265573,0.06480861033117281,0.06259567017109827,0.048674266943423174,0.058898704304866385,0.05073991783373082,0.03900974563271337,0.03720822181503027,0.028021721510603823,0.035214674665842,0.028924983181817833
1976-08-01,0.08554359274766182,0.0841282549181831,0.08023489477416823,0.09609709097327385,0.0816892419707384,0.0636729160586089,0.06192719621049891,0.051293011758801924,0.06482565638409717,0.049990807876286736,0.037968251464932344,0.0366034962718442,0.029880467713509953,0.03831482040451219,0.029476778370714628
1976-09-01,0.08195858830642827,0.08074383407518426,0.07749235982855895,0.09638723719514997,0.07681397085656282,0.059812162348910534,0.058304226864397034,0.04951899312188211,0.06530704422435481,0.04992165241662551,0.03449371721023244,0.03337978642173781,0.02817487239229678,0.0371382406301066,0.028425766227799024
1976-10-01,0.07080513676815227,0.07020818673346527,0.06894419609416064,0.10261077326078,0.06631573919932383,0.0482350772249914,0.04742327911658278,0.04415420154265408,0.07101356570873517,0.04625406194844354,0.024732868286973218,0.02428251192834813,0.023198425657857222,0.03482015763133081,0.024014973407787125
1976-11-01,0.06254594072353316,0.06348832780716208,0.06726617939694879,0.14287926588030048,0.06633258088344783,0.0401289942632071,0.04082585503120634,0.05122313902728653,0.11773907838619091,0.052251826304541324,0.018554732477924836,0.019238960060575013,0.02718174616022406,0.05064521566371037,0.027586355282579085
1976-12-01,0.06852543897479746,0.06837989366415827,0.06855451667311076,0.09968787846532928,0.07615915870119486,0.04595562832223104,0.04560044878504926,0.04609379089344917,0.07212796198345633,0.04039674549102651,0.02293717398037104,0.02285107191489624,0.02430368314578802,0.03558029030885711,0.02230371047296351
1977-01-01,0.08082027507956835,0.07959925598462847,0.07633798474581951,0.09131366125002816,0.07118766611429278,0.05859991641241902,0.05709247819071132,0.048348677636092144,0.06121022084517636,0.05251308074874008,0.033424345984239566,0.032322326178080105,0.027195227296796198,0.034993586960039215,0.028847901664445945
1977-02-01,0.07350419273252118,0.0722993507839959,0.06914344159482652,0.08747435664207737,0.06582301993038754,0.05097330992019697,0.04953275293023903,0.04148180134145341,0.056169275236496646,0.043965427749325596,0.026947161580468896,0.02597362571205436,0.021622035496524934,0.029337005688820073,0.02257621242224968
1977-03-01,0.0679394651326793,0.06664042915910508,0.06323746507588618,0.07908803491452765,0.06226533532468862,0.04537477089630025,0.04388523781495735,0.035616172133320065,0.047947771801603034,0.03620575725482392,0.02248669672659691,0.0215301721541971,0.017265447696842375,0.023614136549239925,0.01753630910525122
1977-04-01,0.07587246005570393,0.07488240468698741,0.07236663099223387,0.0955506166266682,0.07058364405529383,0.05341011225319951,0.05217360828296147,0.04556148151896605,0.06434080353767756,0.04688272415976706,0.028968326853509217,0.028141362036719072,0.02468663536073671,0.034115732040760384,0.02525360627105254
1977-05-01,0.08945453388508745,0.08908257293802246,0.08838888216599011,0.12357420637320776,0.0877454860112768,0.06795644082327684,0.06733434009706885,0.06518175689335541,0.0960694470744275,0.06568975247168338,0.04194105195838806,0.04158022572582065,0.04127368897368098,0.05694965225082025,0.04157634961458521
1977-06-01,0.0909112704081032,0.09069696124395316,0.0904900089796799,0.1248996982121176,0.09235370730488968,0.06957042891171947,0.06912185308587576,0.06835411904614505,0.09914974623978934,0.06663458715044543,0.04346881619210477,0.04326707828857611,0.044082388484631474,0.05995884857618875,0.043432248412045606
1977-07-01,0.10952250703447863,0.10914305145178177,0.10823042486905382,0.13882201276954698,0.10608788754891213,0.09099594260262672,0.0903571341518925,0.08714290676953634,0.11569688829524483,0.08910125574218558,0.06518813447657842,0.06472098661244462,0.06336426881046028,0.08037661849132155,0.06439053100702032
1977-08-01,0.12908318970927052,0.12934060945495923,0.13022743176489288,0.16456841789205118,0.13354878466434544,0.11490458543258464,0.11508317883764752,0.1174021227434055,0.15131557135622847,0.113885737803881,0.09208517529952986,0.09246032891116612,0.09627360890500658,0.11740922112492486,0.09450316561671257
1977-09-01,0.14250891381022418,0.14286103908775222,0.1438778651291882,0.17884853185197225,0.1421734607975083,0.1319952092224883,0.13234476561322522,0.134997625723221,0.1699764039287155,0.13670426605112712,0.11268937552092606,0.11322934480826513,0.117362141723383,0.1399543039379838,0.11835673925309115
1977-10-01,0.1604885430675937,0.16034675854434577,0.15954329800124623,0.18349095034440666,0.15764102266907404,0.15560155360095035,0.15536734149768738,0.15142095401943,0.17548257251771382,0.1532163815312435,0.14266170564813235,0.14236607741949092,0.13914367437417646,0.1573040988421544,0.14024511412111373
1977-11-01,0.15254631578560718,0.15268724547886514,0.15289311886993368,0.18500507395953059,0.1521186407720253,0.1450810120550744,0.14519371687355198,0.14491030055475213,0.17701567317727634,0.14553861709975907,0.1291090147189593,0.12930847617377,0.13022444264120542,0.15204991169372284,0.13064506548560306
1977-12-01,0.14077571455552151,0.14054828520363932,0.1397418239672537,0.17596132451047275,0.1336481537281436,0.1297611889101239,0.12935619179454233,0.12581530086633863,0.16099678509280774,0.1321793120170447,0.10993914766677287,0.10956152073389558,0.1073091518537837,0.13007246528491884,0.11081363924593729
1978-01-01,0.14946539670390147,0.14951552562970766,0.1494744070083009,0.1957084225294527,0.1447311334242713,0.14103841416139645,0.14102040813906713,0.139927296427803,0.1851921958519276,0.14493153293913552,0.12398208671844535,0.12403305459928282,0.12414543592143096,0.1524440820125833,0.1269885638478721
