,M0_raw_spread_h3,M0_raw_spread_h6,M0_raw_spread_h12,M1_slope_h3,M1_slope_h6,M1_slope_h12,M2_slope_curv_h3,M2_slope_curv_h6,M2_slope_curv_h12,M3_full_ns_h3,M3_full_ns_h6,M3_full_ns_h12,M4_db1_b2_b3_h3,M4_db1_b2_b3_h6,M4_db1_b2_b3_h12
1987-09-01,0.035801361809226356,0.02264605289699147,0.029717649872092987,0.03670504991888981,0.022466982901779738,0.028630792352814648,0.03769669618891436,0.023494736904686904,0.024320483506656474,0.04266593533578695,0.028145235284239668,0.028113085500790426,0.016252593478262148,0.025011395805162283,0.023194918653808808
1987-10-01,0.020854434504042663,0.012031219431817237,0.017586983567957484,0.021611681774490885,0.011955948588610545,0.0168270040009183,0.021527325426477246,0.012504745266410633,0.014082743496976184,0.022128251737632464,0.013198446030285298,0.014658549402920332,0.03655486172372335,0.011932269881659666,0.014684096589144912
1987-11-01,0.021755668366946913,0.012655588440595953,0.018252508795348628,0.02238759371832997,0.01248731649893184,0.017367310924645135,0.024117028331851725,0.013349966927563486,0.013861953386356134,0.024539268561131793,0.013881696608472563,0.014258804255192185,0.017046549331317343,0.013618521216472692,0.01361146429608503
1987-12-01,0.03419489250827426,0.021512746779290857,0.028172892766809666,0.03511319979732111,0.02137973237952333,0.027150046482083374,0.03542486022761685,0.022220857004935157,0.02319752909100777,0.03524961145012379,0.0223289755938204,0.02320545224589482,0.03242452160027085,0.022284922111565235,0.02313477580805411
1988-01-01,0.046766491431328334,0.03100631845684512,0.03803401215347347,0.04895625927159374,0.031732259757376584,0.03775298271115131,0.03599134834901508,0.029898450535157103,0.039549889941649735,0.03560055189865166,0.029914273532529966,0.03950230210657677,0.04554419266155015,0.0294037716974514,0.0403034790798574
1988-02-01,0.0430440283374538,0.028127858457534006,0.03488912447246447,0.04550736224088982,0.029081859445278375,0.034886289825924496,0.0297041852293296,0.026525331250993905,0.03870035860012891,0.030093298843490532,0.027499305861381898,0.039808653170512444,0.024961850307278415,0.026707523535899443,0.03839901601702438
1988-03-01,0.030410197947951873,0.018766645912561015,0.02475292331043956,0.03234596227801977,0.019410443759093437,0.02462091242079191,0.02087240744256168,0.01774814737297227,0.02680410669702254,0.02298371777222111,0.020635844265335743,0.030213935904719623,0.009758879463293608,0.018291865596117726,0.02549436565136532
1988-04-01,0.03229787266495039,0.020256936643173913,0.02625024563016997,0.0342571729712843,0.02091202162111112,0.026098212288726084,0.022641725826317516,0.019227134361674125,0.02818969715891962,0.02596944505853372,0.0235557321660923,0.03315383236296575,0.012997519477589332,0.01968441851128867,0.0271127412627741
1988-05-01,0.047677849260105584,0.032052087026705256,0.03843721026644043,0.04919907671093768,0.0322854972389901,0.037653665797084526,0.04329912675116221,0.03200979888951928,0.0355912841262372,0.046960228694592474,0.03609515734578495,0.03933438032576086,0.031190695652064032,0.03243277174999527,0.03473661362216596
1988-06-01,0.0706975699064606,0.050727257382542856,0.056631649223561106,0.07227229150731541,0.05092644882765422,0.055647907737360294,0.06669199003050842,0.050842558445507675,0.05249350137708943,0.06640695412995824,0.05070230873416483,0.052393532041151096,0.08562823019371513,0.050117158427648606,0.05401184244573234
1988-07-01,0.07750903234479012,0.05644226832797101,0.062008020013520036,0.07931402321733805,0.05683350785781023,0.06117654371402539,0.07099115615643098,0.05615001993252525,0.05910919875656135,0.07451515313583491,0.06023504937512256,0.06265718541079171,0.04479181823445916,0.057333277784830564,0.05681694214180386
1988-08-01,0.10613993855425619,0.08136708404225496,0.08490320898968351,0.10714470987142788,0.08108465954940458,0.08339163705640085,0.10808608421331722,0.08259626868622633,0.07646470696647785,0.10991723948899773,0.08434821230077383,0.07774910521200383,0.09583862016434525,0.08296776682677015,0.07582244841423148
1988-09-01,0.13212400189428042,0.10512712478704034,0.10596349017302797,0.1339588020527277,0.10569369494338665,0.10522311526949879,0.12318348996089334,0.10444350326272062,0.10334403723958585,0.12240757572943034,0.10323215826308435,0.10219098008946009,0.14527199233560834,0.1035263792576192,0.1058173482661775
1988-10-01,0.1623570667949893,0.13364576343757273,0.13079722241839525,0.16542856989539234,0.13559348436653468,0.13131911091257975,0.13776567298968156,0.12986441296762585,0.13816929385394955,0.13634832081929726,0.12774349055999928,0.13615731599721947,0.15147541074691168,0.12926613936028097,0.14005492411589326
1988-11-01,0.19466237886187981,0.1649954639561389,0.15770812375051707,0.19466888801344745,0.16425905352786635,0.15605067774834575,0.2009522332935662,0.1670285062699413,0.14608944005754643,0.1949461904305767,0.15853059296653377,0.1392472212949608,0.1648776251944975,0.16807440450721967,0.1434013403283793
1988-12-01,0.2628656224831345,0.23296723280167586,0.21503211970210157,0.2570947945424612,0.2270422193450395,0.20941634026470485,0.332123428194807,0.2464839559864706,0.170475158125226,0.30270716546470183,0.20991181737897768,0.14538760674512613,0.3608661187153437,0.24523289725657393,0.17316438389978184
1989-01-01,0.3266216738535074,0.29880396835168405,0.27002861505534115,0.3205444547855275,0.29321073075020365,0.26519216166116777,0.3886365372653734,0.3110492912796633,0.22825585532433323,0.35514996189332865,0.26674481520039345,0.19591205667003947,0.41048270379983953,0.3102470792121164,0.23063633343307843
1989-02-01,0.33683258456907905,0.3101470404874477,0.27978255087321885,0.32951934314339615,0.30336830312437824,0.2740332647871814,0.4122074947128235,0.3249140336881226,0.2305841983176189,0.3825066879686133,0.28447194859695346,0.20136180901945883,0.36293957316980124,0.326056936449175,0.2272817721223624
1989-03-01,0.4055589590024492,0.3837772353605277,0.34187965651720176,0.3944225939728365,0.3736188038697782,0.3338491029605679,0.5135033370703505,0.40561199591307595,0.27160321605960897,0.4694179082635202,0.3445142229493544,0.22771411019962134,0.5405730021350664,0.40437883225067284,0.27479738583476776
1989-04-01,0.324917750143609,0.3003637245987015,0.27284308457597967,0.31962926968512617,0.2954434991125968,0.26859636213758664,0.37543054817589844,0.3111420269217068,0.23566767735223254,0.34466774357308694,0.27073896178070295,0.20574686083998234,0.3951808742919092,0.31007191035016823,0.23825678478238121
1989-05-01,0.3657318839260728,0.3449771008840183,0.31093119831639304,0.36494836223828253,0.3453142146900704,0.3114850808246732,0.358182494085756,0.34357965059205975,0.31028010709519765,0.3348352031748373,0.31105517515013603,0.28358631822681724,0.4011787992373656,0.3422250828658834,0.3156590946200638
1989-06-01,0.3135072058109147,0.2911279669668885,0.2669671990177551,0.31548782159237276,0.293729738340317,0.2689717181612068,0.2837433915483536,0.2854776359872038,0.2806069893269177,0.25706753501432444,0.2504778288317561,0.2513421898656857,0.36665480982455845,0.2816510377467454,0.2900380422798411
1989-07-01,0.26073567357448496,0.23593373882324253,0.22177410123075425,0.2698857067377455,0.2454302551081916,0.22926195401677574,0.17171302267431438,0.21812514952573725,0.2865870400224838,0.16855798786210408,0.213924575411923,0.28218998885990454,0.1709276489860369,0.2181070402848555,0.2872894551833366
1989-08-01,0.3055181420765378,0.2834016511144277,0.2631477013071062,0.30319507328417267,0.2813666979838074,0.26111019976799416,0.32262312332669263,0.2868181133772003,0.24367345695889253,0.28098920506313224,0.23525719307687237,0.20515340979142482,0.3329689137087709,0.2862618716696069,0.24566827002953734
1989-09-01,0.3176784615786916,0.29585264411497997,0.2753771139628546,0.31408426779975507,0.2927156272802419,0.27241953487866033,0.34734119162193755,0.3003664494308079,0.24796900069363748,0.3003692152860758,0.24198968486131112,0.20581606223798604,0.3487454408535289,0.29997203847821263,0.24893739521435077
1989-10-01,0.29197803302683767,0.2683883330088183,0.252718561465371,0.29460805222008857,0.27169711090884435,0.2551243105178151,0.2570163605466742,0.2637580700048907,0.2702049349535916,0.22948370031074106,0.22660973527101952,0.2404006188627506,0.2801108036561504,0.26166694211203795,0.2736581121910564
1989-11-01,0.26035670359794094,0.2351429164094352,0.22483403805932972,0.2641081717040846,0.23917263637314384,0.227694575480002,0.21815022282121238,0.22953388240035905,0.247731097838375,0.19575931942246233,0.19930584790018713,0.2228507532613867,0.22167864762482953,0.22882392579512817,0.2490756991696147
1989-12-01,0.25275468034602355,0.22743902250011228,0.2183210745036358,0.25517574091874223,0.22995093678446327,0.21986121035714506,0.22496409489895758,0.22376881419441574,0.23036578578840594,0.19916339041571562,0.190272159139513,0.20336944608751217,0.22094652038110718,0.22397065979394332,0.23064197626576705
1990-01-01,0.2183323921751315,0.19228266771516733,0.1873324999550368,0.2197959805191888,0.19335518707647636,0.18746006617041033,0.20429100617027746,0.19062377793422286,0.18876051705618035,0.1880455296659474,0.16968476667814708,0.17179639544357744,0.15465460424989402,0.19861601480204144,0.18403952240697075
1990-02-01,0.2120627169082943,0.18579907058584716,0.1815164272059988,0.21264299507962858,0.1859220457517778,0.18079009738815005,0.2081092723587779,0.18574108118621568,0.17578676475371463,0.19025367397795873,0.16316994937114676,0.1579827180486425,0.1990690442668569,0.18663112590281922,0.17549797343071555
1990-03-01,0.22126106954744446,0.19498661954424695,0.18922670853459977,0.21910807141050476,0.19243018881656632,0.18622959235064157,0.247506110558601,0.19911649375289142,0.1633193599373649,0.2184518793156509,0.16459676914698668,0.138569810326939,0.24340829678919967,0.19905092450490725,0.16356034316105622
1990-04-01,0.18839881384054064,0.16162437410082864,0.15991104752500074,0.18537090592788324,0.157909474138286,0.1556861674355578,0.23005734303184766,0.16803812139571989,0.12521996323338447,0.2064007792565728,0.14098589210969315,0.10706887098710371,0.18459429543102818,0.174834319425421,0.1226722019287701
1990-05-01,0.20434505814028692,0.1774863755317973,0.17348381726577522,0.20362294966881433,0.17623221965673697,0.17155783660994695,0.21575293879808471,0.17983936448367271,0.15714117812042128,0.19313640858625447,0.15236248646067768,0.13620336258879773,0.25188648234061084,0.17340392530469884,0.1593058489771827
1990-06-01,0.20766624503844588,0.18077637318841033,0.176122181476207,0.2085919523160612,0.18122580631042623,0.17571398116335535,0.20001074570937766,0.1801541628414991,0.1731915924854956,0.18107517901653541,0.15622029318481184,0.15345085653298063,0.20882836094917007,0.17806907231467312,0.17342383339947026
1990-07-01,0.15644427271342387,0.13003686135510217,0.13159806823790193,0.16064938806309353,0.13321360330843124,0.1333564770277813,0.12107932795419701,0.12484346903368537,0.15154316678108926,0.11894020969221836,0.12201044894596924,0.14812321329188566,0.10775104169063032,0.12712698643993886,0.15135096805885107
1990-08-01,0.08765325669354407,0.06597127293457367,0.07292483237194056,0.09203964656640268,0.06871859180786748,0.074352257582437,0.05707582138716246,0.06168116398456612,0.0920748131539193,0.06695686181790908,0.0758587296933065,0.10646802896267044,0.02911514921334667,0.06889117372725785,0.09124169291790662
1990-09-01,0.07710318869068755,0.0567322452682086,0.06404407993468324,0.08072241563746108,0.058748960504926596,0.0648355053668674,0.05335463801143256,0.05365833572996063,0.0766578318232512,0.06081686747641791,0.06386404692169798,0.08674218636094255,0.05180907189805022,0.05366150926098515,0.07668751248379992
1990-10-01,0.07860842991904947,0.05803822218485586,0.06530918558662037,0.08325723083956288,0.060961065139328384,0.06696093710165527,0.04690856473556651,0.053487248597047454,0.08722162379980969,0.05503082095608686,0.06598922729229242,0.10087546179616291,0.04694413419966793,0.05322603440294275,0.08729477881070363
1990-11-01,0.10316204019456365,0.07988420650277683,0.08603747869295625,0.10849020231733497,0.08360261181499029,0.08830456131954695,0.06386264051543561,0.0739686359024224,0.1137516897009258,0.06839011150750265,0.0813437999039262,0.1211563366563067,0.08275724807398871,0.07016847041242473,0.11429576769148236
1990-12-01,0.06676899811054113,0.04788558050811651,0.05537631863851607,0.07086707016050339,0.050272629903262124,0.05660718200181528,0.04008249730266167,0.04422195091158209,0.07290918951168002,0.04233886235425794,0.04825355947737091,0.07732386736034647,0.04180836987308291,0.043639699115229566,0.07302200053080664
1991-01-01,0.05386559016848625,0.03716745273440087,0.04459755000121726,0.05736228737157811,0.03901677350524818,0.04543023695236895,0.032385045918047854,0.03438306470998543,0.05785619190923484,0.03385078375832625,0.037183155298754815,0.06101598505577145,0.030250701221170816,0.034601092548950246,0.05785120597581732
1991-02-01,0.04790121823478558,0.032355659443012226,0.03963182474609375,0.05077021590750672,0.033696325906708686,0.0400199955579146,0.031251399038004724,0.030392508025569285,0.04801128903959993,0.03153258753349676,0.03143815224964579,0.0490706172372572,0.028474487078754815,0.030708191016396744,0.04798932538555445
1991-03-01,0.03585186015306735,0.022965304529576982,0.0296317247139109,0.037746567699626386,0.023588670000293546,0.02943176533528372,0.026813376154795694,0.02216162415066144,0.03163161079988383,0.025934661794178842,0.02170448434188539,0.03107030505933869,0.022820745740743012,0.022653566156269764,0.03158303262648785
1991-04-01,0.04976764764951505,0.031312288521028256,0.03113222910698418,0.05153495875142647,0.03206937893757596,0.03105772312245635,0.04243119876111288,0.0306317343307018,0.035110027366599614,0.041119212474952364,0.0309015585469932,0.03594025257613865,0.03813629100035292,0.032213498273875395,0.0349682833232795
1991-05-01,0.04727025337751339,0.029349013574337963,0.029239305837124904,0.04943822896520414,0.030417755801102342,0.02948303759984065,0.037072859295769554,0.02826859617688061,0.036659636282900546,0.03820629355204158,0.030613362895536966,0.03897601017309436,0.03040698640048355,0.031756235110123515,0.03653249276620493
1991-06-01,0.04379613239312154,0.02668854740720247,0.026644218572790646,0.04523598757056112,0.027202239061633524,0.02640543935359855,0.03863858712168253,0.02621886782426276,0.028654106389891413,0.03860579398574049,0.02738537506226993,0.03001247344808631,0.03230372194668955,0.02909257987859435,0.028609918964157797
1991-07-01,0.042666199687447545,0.0258278801776437,0.025726696305792187,0.0444804237797675,0.02662590403938273,0.025770685943791626,0.03475500002032105,0.02499527466207853,0.030581204937288876,0.035944661126874465,0.027190751917730387,0.03272956090054953,0.031059958673050614,0.026461081666031006,0.030530138762884487
1991-08-01,0.038622874023434305,0.022822227292167645,0.02279149854442654,0.04120872438327191,0.02419242590148927,0.023418433487189198,0.02577453382405171,0.021282149526271353,0.03425920814562477,0.02800707968527243,0.024611544496243087,0.037671629273074256,0.026743279604310426,0.020294408325901542,0.034347673678620856
1991-09-01,0.036965386243007436,0.021632155328191884,0.021571398836388957,0.04021900625392894,0.023489623257271518,0.022673104466904338,0.020640160237662908,0.019524892961626968,0.039451972782595116,0.023330345767559484,0.02364858653330859,0.0441314350685372,0.021563502916348103,0.01860031772257474,0.03955161171507574
1991-10-01,0.02241609794934182,0.01162902697054948,0.011871254312927914,0.025269173184657105,0.013117435841374927,0.012838068809645017,0.009478756564134773,0.009982858234399743,0.02868868213562585,0.012784208586232446,0.014799951474808328,0.03519696490496339,0.006971991646672397,0.011989621775750614,0.028375125772036828
1991-11-01,0.012057544661196936,0.005371739808690153,0.005649674701307064,0.0140907840133696,0.006288864833842803,0.00626698626640693,0.003894067362792461,0.004387138532082972,0.017633791993142314,0.006168089128433907,0.007853261008833379,0.02357817993151034,0.0030008817667383923,0.005089517576929135,0.017548992994719525
1991-12-01,0.011888974329296738,0.005294508287072555,0.005533777581459155,0.014038067803121416,0.006281013885700625,0.006217363967936268,0.003460086199551176,0.004241477789745981,0.01891959864545754,0.004977026817364796,0.006898934522420065,0.0240754279551504,0.005047966884737683,0.003202438911506754,0.019027923362587986
1992-01-01,0.007667471480212394,0.003057908344400312,0.003262818291056018,0.00885794677605955,0.003509339314179227,0.003523828737774556,0.002934391223986718,0.0025687056778543114,0.008431672071189814,0.004100346061060607,0.004135945394540187,0.010895642813178182,0.001711123779219028,0.003547520975585297,0.008359766955672603
1992-02-01,0.009079307090864948,0.003770364838422921,0.003958262939360331,0.010320096812149359,0.004251118422224701,0.004216608958229043,0.003958994486713651,0.003236206330651131,0.008943167200078433,0.005122037060857484,0.004775708764471676,0.011118398517022215,0.0034075269555102314,0.003479059889096787,0.008920520035908456
1992-03-01,0.009647403803681816,0.0040599591343877155,0.004229579832191076,0.010607551785962812,0.0043944501868583416,0.004338023959482843,0.005682079108251428,0.0036829112497075126,0.006907050223137903,0.006542455663049878,0.0047670017504653625,0.008135641795169795,0.004352634409384394,0.004280514327279234,0.0068716874578426046
1992-04-01,0.00552621605254349,0.002015948076736184,0.0021578023144132982,0.00616691175803045,0.002206130235147224,0.0022166433404429307,0.0030320283257983397,0.001803067576864225,0.003758890011225133,0.003777732311988182,0.0025898487787481285,0.004699396470285248,0.002064706894863071,0.002257048814366965,0.003728143154317297
1992-05-01,0.006577773268488122,0.0025150510422826612,0.002643450448500733,0.007475131582819137,0.0028238682146230557,0.002793708049090229,0.002976909682128452,0.002162420419060616,0.005720411763186838,0.0038493234591247543,0.0032121783291867907,0.007208137808095735,0.00272582438994331,0.002218737282154985,0.005708796442009766
1992-06-01,0.0050715642532050366,0.001819701978467993,0.0019259080915855942,0.006029585238291594,0.0021555063815085797,0.0021357610478720934,0.001538424385941203,0.00144516478351208,0.006295555066210828,0.0024361530536127153,0.0026764389002555005,0.008723019528573224,0.001108085164223345,0.0017431585405204713,0.006243439848484672
1992-07-01,0.004682106971996676,0.0016493385225322698,0.0017376581668304318,0.005653684739106888,0.0019904177064879037,0.001960508168885319,0.0012314950077725651,0.0012731363643627297,0.006534521604817615,0.0018925474514553914,0.00229106247842479,0.00888990366286396,0.0014051147015133776,0.0011309452950178497,0.006557620796969791
1992-08-01,0.003968553685408363,0.0013431365473376552,0.001416352967818419,0.004982948653402848,0.0016996069189234462,0.0016691882195809758,0.0007218797319159778,0.0009647117414411565,0.007516498176823417,0.0013492520294669861,0.0021238721758497937,0.011042567152925386,0.0005055331639612043,0.0011827723387920778,0.00745098926710558
1992-09-01,0.0022146676965767113,0.0006461313148836724,0.0006972021343312677,0.002892947614352008,0.0008531317205408999,0.0008477188417935826,0.0002945848879231827,0.0004362729606457377,0.004911357490173762,0.0006389822485179093,0.0011420116991333721,0.007755864153048162,0.00023134935744528374,0.0004963150993462422,0.004882571676240737
1992-10-01,0.003013682037822576,0.0009539930910979475,0.0010070574404410567,0.003694921893487916,0.0011675019634586994,0.001143618033289128,0.0007220879150231222,0.000721235174007302,0.004036658106508979,0.00122796929019073,0.001465423542053165,0.005793200581891973,0.0005052714883080073,0.000882092430807518,0.003995947291241776
1992-11-01,0.005352757543545097,0.0019636335822176545,0.002010986762807432,0.006185293972800902,0.0022479093064542493,0.0021611771470692997,0.002101668240176471,0.0016354076853617346,0.0049094509779834105,0.0027104879183716293,0.002436485028126509,0.006130428457513379,0.0019771390570850252,0.0016477263742456479,0.00490117129927085
1992-12-01,0.005169802083483245,0.001880901105725552,0.0019251006451997887,0.00598802403434966,0.0021591746746910043,0.0020731438926269,0.0019894512530712043,0.0015594571427768188,0.004753047657660251,0.0024481076870123283,0.002213412781793201,0.005781454499974738,0.0019353393716268284,0.0015351555541160075,0.004749790464737346
1993-01-01,0.004887112903560917,0.0017551583992740393,0.0017991154259867272,0.005872082976802358,0.002109387103202523,0.002024485634955337,0.0013255011537600394,0.0013566791324229565,0.006263213481889531,0.0018377357665560388,0.0021893308179285606,0.007980795375618077,0.001178957183187031,0.0014242713198722701,0.006242286106262617
1993-02-01,0.007060693799290554,0.0027893370286916084,0.0028060161180879757,0.008569452102020812,0.003411866561263743,0.003233560300368268,0.0016400425378452414,0.002091459700415629,0.011244865443262916,0.0022506469854604296,0.0032906560787043584,0.013984295393665157,0.001777990551351979,0.0019377468861995436,0.011271188009153039
1993-03-01,0.006658935623466787,0.00260064499794873,0.0026166779732879957,0.00803843457157624,0.0031574587807654785,0.0029912107372520183,0.0016446097507563117,0.0019725023979571877,0.009906502569784266,0.0021936774994489286,0.003019227824202198,0.012208889145947699,0.0013700258769868082,0.0021676330149570685,0.009854282794227407
1993-04-01,0.0058436349054460405,0.0022153695903933453,0.002239850421686772,0.007230292919766334,0.0027706601564560646,0.002630404649734634,0.0011442654583801405,0.0016053292952015541,0.010470916911681661,0.0017431355622128692,0.002821136752304753,0.013616216933521235,0.0008267915251331331,0.001930244680584279,0.010373769767501132
1993-05-01,0.008947488804062745,0.003780748013535283,0.00374979455197149,0.010555300867182262,0.004478280186705811,0.004206737990945578,0.0026562441036135083,0.0029700154338825374,0.011940574030770996,0.003261242537216814,0.004124857019588062,0.014102075277392425,0.002541268102555188,0.0029846390619395814,0.01192641585204793
1993-06-01,0.012024546684485136,0.0054756753115453565,0.005363653650514492,0.014167513492785324,0.006500995745057674,0.006061609035378173,0.0034626295159286293,0.004274942143465808,0.017504559863647698,0.003958362068019042,0.005471046677672191,0.019802933487632183,0.004062501480053039,0.0037659302651358423,0.017597315497980937
1993-07-01,0.014869763860408893,0.00714307579994204,0.0069371121894870776,0.017006964930377177,0.008193332658060357,0.007606744742529888,0.005579169159960881,0.005871606212296475,0.017635356498800707,0.005458390620427719,0.006336019286265742,0.018534609520153608,0.005779669250384108,0.005609951786773811,0.01766134449204746
1993-08-01,0.023656479889060198,0.01272402129643749,0.012149613083798989,0.0266803645870134,0.014420454710378458,0.01326815387505068,0.009582864808827349,0.01061546302549212,0.028662054832840386,0.008126180955171855,0.00975051904633023,0.02789787637969464,0.013157231717277283,0.008391583868824725,0.02898136256587877
1993-09-01,0.024261176036649748,0.013166604005311135,0.012569827569826142,0.027040936962164766,0.01471032284007836,0.013542741502014545,0.010981063211339062,0.011222131160887716,0.026617887499965655,0.008680283131893974,0.00953380794822213,0.024993718143079078,0.010835400197854218,0.01110176981431985,0.026618283194135398
1993-10-01,0.02569679236719467,0.014186909222229885,0.013521003261096082,0.028644284285069717,0.015863736903247157,0.014595669363024491,0.011520145046903645,0.012063025823072738,0.028863618089148602,0.009327178406667507,0.010483775123531965,0.02736208500592958,0.00965105498966868,0.013285272046123064,0.028703342561747086
1993-11-01,0.01962167619484432,0.010226323589252293,0.009847611633611161,0.021949270187226526,0.01145126159424774,0.010601816348058577,0.008767942865492248,0.008681982848615594,0.02100498349438574,0.007712683519419065,0.008254036030562508,0.020767542949975112,0.005484783724641428,0.01146550473835931,0.020678520358092214
1993-12-01,0.017232786112951395,0.008757552084432003,0.00848497408317707,0.019212606108792094,0.009751256524322573,0.009068115111685782,0.008063668388000102,0.0074974918817453245,0.017247572127428584,0.00696108578307375,0.006987585098681504,0.016919307204798676,0.006956314179284516,0.008071239431430201,0.01716682441513443
1994-01-01,0.019016003163794187,0.00993083753880166,0.009601130993962079,0.021300462535062025,0.011134913887749077,0.010349536599032438,0.008389149801467205,0.008391394772317252,0.020626932788469672,0.007202863050050482,0.007768164855743172,0.0201342094545546,0.008214508019325339,0.008322546626480673,0.020623647679108667
1994-02-01,0.020200893609441713,0.01071531470937104,0.010363129510249477,0.02214916564877812,0.01170832081307154,0.010903696580066747,0.01084952691789961,0.009414268906409213,0.01829481339690854,0.009479955718076102,0.008791031958005638,0.017929949151074535,0.0066860747240425145,0.01261951839677802,0.017989316861944257
1994-03-01,0.016226375061718173,0.008197018967840402,0.008022950258698563,0.017176261346338574,0.008553102082903488,0.008043054412244396,0.012325385855992646,0.0077566162783285686,0.0097532845914707,0.01019366775543844,0.0067649929626463715,0.009283778676910161,0.00769838080966984,0.010361951887236164,0.009576014535182167
1994-04-01,0.024970765681647186,0.013928792175286723,0.013435980208162234,0.025669785717268946,0.014087923993192041,0.013152422011019986,0.02354037854586115,0.013821665818715472,0.0129760216110533,0.018330557508754147,0.01103238373241204,0.011782265694153906,0.01871627681186586,0.015778711606357562,0.012854027588054213
1994-05-01,0.032801051526899314,0.01948558077842339,0.018622607821926873,0.03373587579026534,0.01978242909185537,0.018372407289939937,0.029997175134329056,0.019186128539860594,0.018794860743486193,0.024367439647606733,0.015970675482010678,0.01738974147020183,0.023571876439130394,0.022098372713307876,0.018608914781194884
1994-06-01,0.027707155046116774,0.01588196020273646,0.015287731637359733,0.028259570229560972,0.015927087230299092,0.014866259182770443,0.027659341000379072,0.015968409478693647,0.01382902127845448,0.022398764841565857,0.013229883874404734,0.012781764070454109,0.021487676436790063,0.018524103856997164,0.013686527909195913
1994-07-01,0.03664618356643919,0.022400608615773913,0.02133727240337092,0.03764008392805514,0.022727537114123505,0.021074298318666425,0.033527212178871994,0.022060247845958388,0.021504963750252428,0.02678915077930603,0.017973165399444567,0.019666271737085118,0.03496615108399782,0.020901611016955073,0.021558487076746406
1994-08-01,0.04167174119232759,0.026276140772814587,0.024895000439806417,0.04292518448235302,0.02678912309724574,0.024751052882386694,0.03672130727021811,0.025646754680284517,0.026206795427077514,0.030506579516535858,0.021779896634078363,0.02444732002606172,0.030126762601598057,0.028706805841577473,0.026032527729670473
1994-09-01,0.04002710221674065,0.025098736747498424,0.023785766121091192,0.04045984805199881,0.02499167877692534,0.023091606930284655,0.041669985425295514,0.02548721010622715,0.020650956413544527,0.03447953605816962,0.021355275165508884,0.019152850696574124,0.0297357436307215,0.03124783075024056,0.020399062964353294
1994-10-01,0.04730946930586753,0.030823181574131636,0.029033533460923105,0.04780643439260521,0.03073970980508708,0.02829238026227238,0.04864314415656688,0.031190360904388353,0.02570865462460274,0.041653829099449466,0.027060381330188905,0.024242830845850355,0.0389328057505013,0.03547436502192013,0.02548916384140372
1994-11-01,0.09130308854078056,0.06821285284096447,0.06307450787715074,0.08935453543122701,0.06590062581466688,0.060089414244637485,0.11593552698479698,0.07249850426585376,0.04437406566266125,0.08860616096812901,0.05366842119893375,0.03818487975011399,0.11928448490725663,0.06955698778578388,0.04447567454989562
1994-12-01,0.12439728369161929,0.09889270922211035,0.09086137914564257,0.11959152266140238,0.09381848398570625,0.08533383600395683,0.17693815698969018,0.10806937482053941,0.05536675592638919,0.12570523674303863,0.07184013135003593,0.04448472956823041,0.18835682298371415,0.10106915989633825,0.05562184617645639
1995-01-01,0.12881405275529534,0.10321123704337026,0.09484232456556885,0.12740425653067933,0.10135091214435221,0.09221461247108048,0.14619720313689788,0.10662866455948589,0.07765777950302435,0.11249311126329775,0.07985790830589828,0.06718221781388652,0.13848860903015475,0.10907182788621311,0.07749857667737281
1995-02-01,0.12378806122431596,0.09868753821146764,0.09084663943081311,0.12592566909879926,0.10018583931010666,0.09125237519526802,0.11095949475915329,0.09646534184386935,0.09682766223272155,0.09171318344323276,0.07981815088553645,0.0885948611654564,0.11243004825356517,0.09451042314619018,0.0969529237350007
1995-03-01,0.1250362312195878,0.10021627976187625,0.09233591525153728,0.12645095247476323,0.10102209344256641,0.09211472095909168,0.11789837915674606,0.09912971669885229,0.09318186297819314,0.09429451579607206,0.07907222901768385,0.08365200952349161,0.11878283613422519,0.09736639555831283,0.09328940852049872
1995-04-01,0.12461468842600132,0.10013356930071066,0.09235245992488622,0.12762428035439805,0.10246415923839264,0.09351290778406951,0.10551497514736313,0.09658219646710353,0.10462353958644977,0.0873919619413916,0.0806636307711005,0.09621774782561021,0.10465357618004978,0.09599467300476233,0.10465280806903748
1995-05-01,0.16443215341069495,0.13914177985702264,0.1278712406951562,0.17186104669951652,0.1462130574886244,0.13340296241875965,0.11321503216600176,0.1283918494551769,0.17830337543339358,0.0935799335417028,0.10836209459468571,0.16518403808691717,0.15418636335755642,0.1043130593547496,0.1811339505898492
1995-06-01,0.14819336264669525,0.12312908005213319,0.11372956598923001,0.15489735992143622,0.1293167602285354,0.11840703611118136,0.1028570569423094,0.1143929281017439,0.15705825042026356,0.0829900428666503,0.0941779038038244,0.14399193745915922,0.10815156233230167,0.11010434301128219,0.1575563097464341
1995-07-01,0.1214482994796493,0.09732281179015578,0.09061333721598941,0.1275910665104425,0.10268615746244003,0.09451620691450618,0.0816657111242527,0.09004110121744974,0.12809218968548391,0.06929084288020139,0.07807740917695186,0.12022509109836982,0.06807405533011522,0.09955735038823255,0.1270575487220837
1995-08-01,0.1352955174444414,0.11072603320134361,0.10305611774391837,0.1405047448546396,0.11534259046689221,0.10629767313385113,0.09993821273195719,0.10428939064224269,0.13339959021317005,0.07802597326674676,0.08271708630943769,0.12016571879676624,0.11528856389091557,0.09380911313774487,0.13460565359804622
