date,b1,b2,b3,rmse,n_obs,lam
1974-10-01,8.133445679187563,0.0441830699271934,-0.8158657628348988,0.08801327883144934,6,0.4
1974-11-01,8.200541712583792,0.30842466845532046,-1.8466406574386347,0.03421035890626633,6,0.4
1974-12-01,8.17044033850091,0.5390880105908606,-2.157624072427888,0.08987844211786503,6,0.4
1975-01-01,7.931934417484854,2.03635648033855,0.7805404942139504,0.04564540707652035,6,0.4
1975-02-01,7.925033315000227,2.508031902457674,0.8627475200234378,0.04386582666564365,6,0.4
1975-03-01,8.521359856002233,2.7385401433463405,0.5966989199628857,0.013405742686610204,6,0.4
1975-04-01,8.353483404905223,2.187382919656785,2.4259164684010406,0.06704302303555539,6,0.4
1975-05-01,8.270760067505423,3.059603658095127,2.3198019868929434,0.04058565316676734,6,0.4
1975-06-01,8.097709933499656,1.7834871137196777,1.5033782527234654,0.031304499844731264,6,0.4
1975-07-01,8.290712338614592,1.2883386626061775,1.1588416307400469,0.041433787983231815,6,0.4
1975-08-01,8.4277395561275,1.1357918065789778,0.6358996990986426,0.053719486608849606,6,0.4
1975-09-01,8.54809838663229,1.0257587727802615,1.083385670464997,0.060726857881955185,6,0.4
1975-10-01,8.13466687929495,2.627289396774206,2.228854363010029,0.06758713749070529,6,0.4
1975-11-01,8.351458291372976,2.35725521272085,1.9212066068825213,0.04302396647906129,6,0.4
1975-12-01,8.098591797380351,2.653615814167105,1.7675955081794867,0.049059080420945166,6,0.4
1976-01-01,8.000131512738806,3.416586659842907,3.138564131633595,0.043029009889886415,6,0.4
1976-02-01,8.083520861072587,2.5507634498610496,1.6782967711111574,0.04925385107509399,6,0.4
1976-03-01,7.9548702988692215,2.5390440938186956,1.7534470541889298,0.041314200976066084,6,0.4
1976-04-01,8.148313475464356,2.597228336757869,0.9932684661160364,0.03965801822539653,6,0.4
1976-05-01,8.1956776733332,1.986781652464303,1.4735718030508345,0.058157787679728595,6,0.4
1976-06-01,8.052159084670004,2.1715270653498946,1.6373516232352898,0.04269412011320434,7,0.4
1976-07-01,8.143151448818914,2.7434682505750247,1.7826820067802498,0.02874758768849042,7,0.4
1976-08-01,8.003141667304686,2.761937532046918,1.3255440720239058,0.04167465748157386,7,0.4
1976-09-01,7.978456389615428,2.864840276127771,1.141168230510082,0.030473616965679014,7,0.4
1976-10-01,8.076937526473513,3.2076792964966185,0.4957557884510516,0.03669368289155339,7,0.4
1976-11-01,8.092106758490681,3.447580941164697,-1.589278847672196,0.07996310642815918,7,0.4
1976-12-01,7.5902642765392425,3.2711278090353857,-0.07903606291418169,0.03171968181687839,7,0.4
1977-01-01,7.823079066119257,2.900376848653187,1.1615338330946452,0.05032150317182999,7,0.4
1977-02-01,7.956863857998506,3.1366473847364933,1.2359714410784164,0.013509538380030509,8,0.4
1977-03-01,7.941535238517563,3.332720572813709,1.4459288681087492,0.01669354877421238,8,0.4
1977-04-01,7.981851965020687,3.0510481275643664,0.9421762818832389,0.023147285291091228,8,0.4
1977-05-01,7.97097146993148,2.616762580749125,0.16083697253418663,0.02006147342540345,8,0.4
1977-06-01,7.839864307982658,2.570759042971277,-0.007965492433921056,0.028168894711688625,8,0.4
1977-07-01,7.9043606485475655,2.0835819751460143,0.13981902098784926,0.019226732584787548,8,0.4
1977-08-01,7.769775672620191,1.6139382530173896,-0.39616072672149427,0.014099879099730386,8,0.4
1977-09-01,7.829049230936071,1.3274845105128075,-0.4402900883588423,0.007721989124781408,8,0.4
1977-10-01,7.895026990601991,0.9829676376339713,-0.053760316986995606,0.021281553596261226,8,0.4
1977-11-01,7.922977256518993,1.1306425737603722,-0.26430404887630227,0.02471787640835758,8,0.4
1977-12-01,8.138431375425462,1.375130957650505,0.0017607276245315687,0.01898647706532816,8,0.4
1978-01-01,8.303258440896307,1.193228631381129,-0.2016470993068507,0.02361494506249715,8,0.4
1978-02-01,8.321430325709633,1.2165713333668862,0.21605817846734085,0.024384307102935637,8,0.4
1978-03-01,8.408134176580434,1.1254930953479667,0.17103065667068434,0.022025740753000372,8,0.4
1978-04-01,8.445662597417241,0.8575642238027478,0.10631224957202867,0.039987109694816225,8,0.4
1978-05-01,8.544591837075396,0.7565044476278971,0.27494247866299365,0.018450720185947383,8,0.4
1978-06-01,8.67337989716079,0.3180048343677962,-0.013342693065893129,0.03616654410261678,8,0.4
1978-07-01,8.59291946684713,0.2787219589491762,0.04818393811765461,0.03633711933292198,8,0.4
1978-08-01,8.473331839285057,-0.07630476556322505,-0.35682014006541757,0.019826077767821693,8,0.4
1978-09-01,8.718720402209136,-0.3193901839872949,-1.1715185515315167,0.04030758978861147,8,0.4
1978-10-01,8.882777741360632,-1.4456697959961349,-1.3307329955206497,0.03828140656010856,8,0.4
1978-11-01,8.897649956078181,-1.8435927931759006,-2.4960972630785845,0.059882902363636734,8,0.4
1978-12-01,8.996342583496803,-2.2196552274495476,-2.1073868192962193,0.06380052139471859,8,0.4
1979-01-01,9.000088810674036,-1.8229403660099945,-2.6990009168623406,0.0769705682211492,8,0.4
1979-02-01,9.16474203395127,-1.7725243027556474,-2.169476818370043,0.06188915173873773,8,0.4
1979-03-01,9.122527396945573,-1.6016410376952417,-2.1013949885008114,0.0615198941604083,8,0.4
1979-04-01,9.317504868154236,-1.5027593384052387,-1.9537742808417482,0.06440266256749437,8,0.4
1979-05-01,9.211744795631583,-1.2669560096344081,-2.34760650849711,0.04693973415064584,8,0.4
1979-06-01,8.984707204775951,-0.7804218322729566,-2.008571369008729,0.06508090722798664,8,0.4
1979-07-01,9.111781607059735,-1.0314930941003522,-1.912917453036387,0.07256951223951348,8,0.4
1979-08-01,9.139790291497143,-1.7673235226164559,-1.8500495446249063,0.0716824594908078,8,0.4
1979-09-01,9.375017812071565,-2.0747488547461583,-2.546990549149059,0.09105110869473917,8,0.4
1979-10-01,10.121007710798498,-3.5112929842203133,-1.530745608268067,0.08562793607203172,8,0.4
1979-11-01,10.14693214791314,-2.4697166899250487,-2.389416205132308,0.12203655999597461,8,0.4
1979-12-01,10.201488384061841,-2.2365979899432706,-2.4628067929431894,0.09940917900544984,8,0.4
1980-01-01,11.340468616535537,-1.8021308393872104,-3.4213348309967473,0.11692381610572009,8,0.4
1980-02-01,11.89083843418825,-4.558321394667594,-1.4242152711218483,0.0917282613917866,8,0.4
1980-03-01,12.365873453504966,-4.886923515026012,-4.494386922879953,0.12355787959227502,8,0.4
1980-04-01,11.040633565255343,-0.2904392184601743,-1.5161926545218583,0.06889874185303133,8,0.4
1980-05-01,10.583064416471169,2.3258211324134743,0.8619696187665631,0.08574666837258567,8,0.4
1980-06-01,10.158326622753133,2.2770603666401543,1.371397000120089,0.08461218701652519,8,0.4
1980-07-01,11.001811393111721,2.0459033423929514,0.3751010911565021,0.08518623146554179,8,0.4
1980-08-01,11.159555840783645,0.45959710443668594,2.2417656960114045,0.029340306349616114,8,0.4
1980-09-01,11.743683599666713,-0.7390788519325298,-0.46439575572242003,0.039421325337874125,8,0.4
1980-10-01,12.271802153366583,-1.9527898529205097,-1.4580495315367634,0.09091739593832746,8,0.4
1980-11-01,12.271266400429798,-3.8368186274240412,-2.6919432277003357,0.08232272161577897,8,0.4
1980-12-01,11.997395142812254,-2.304675655586933,-1.351974133633542,0.12754993959389013,8,0.4
1981-01-01,12.360118185482023,-2.0858781804289195,-1.5103463138180093,0.11802078477340272,8,0.4
1981-02-01,12.901249100694441,-1.922764831938534,-0.027694738162632213,0.08022134329819401,8,0.4
1981-03-01,12.506248668592294,-0.10026945106393037,2.6938070646917542,0.05760157385016107,8,0.4
1981-04-01,13.579054014808625,-2.0375556423366925,-0.11880281480897288,0.06985601496378985,8,0.4
1981-05-01,12.924037242016464,-2.2146842484278078,0.1743573638458898,0.06185177275455679,8,0.4
1981-06-01,13.115578038849444,-1.851961041921728,1.2992392317709733,0.05146482184451003,8,0.4
1981-07-01,13.727606433465814,-2.691346291619578,1.1267401891274886,0.05555961122167503,8,0.4
1981-08-01,14.564275491740041,-2.7513915683371297,0.9229659761573628,0.07529236560714188,8,0.4
1981-09-01,14.802347490661562,-0.7865794850768966,4.438595013708491,0.33940865688016875,10,0.4
1981-10-01,14.223560824707397,0.7521859397057291,3.1659014887144097,0.16681333996630304,10,0.4
1981-11-01,12.808581828645242,1.9934664918953269,3.453802598752401,0.16572821996203277,10,0.4
1981-12-01,13.38794672620413,1.4137156805417006,4.680473674207997,0.3246153474258904,10,0.4
1982-01-01,13.743797180238884,0.432963956977509,2.7063578092882445,0.17999091419219096,10,0.4
1982-02-01,13.547131627191003,0.029260266173902205,2.8042938790071195,0.2983995801798597,10,0.4
1982-03-01,13.437541012843171,-0.5546048217782893,2.6802251847069294,0.05750484679939592,10,0.4
1982-04-01,13.158968963271565,-0.01584219416199384,2.896989469507699,0.0887912643753499,10,0.4
1982-05-01,13.091885341100676,1.1294339319762734,4.454398294417479,0.14332686360267954,10,0.4
1982-06-01,13.54691488271306,0.02138613508259435,4.276068421955642,0.16464809999642926,10,0.4
1982-07-01,12.986059125755952,2.1514036133246552,6.176755856802986,0.2943128601864155,10,0.4
1982-08-01,11.952623293890529,3.0098121715324813,7.656581267623533,0.32936247482260556,10,0.4
1982-09-01,11.070105340790773,3.169116502094604,7.628743102422772,0.37856212497840525,10,0.4
1982-10-01,10.741258372819665,2.635127638380105,3.472200170591284,0.14026889969682188,10,0.4
1982-11-01,10.694973247454437,2.180007233375667,2.5730305664433963,0.10156645506497192,10,0.4
1982-12-01,10.494790985864508,2.539776923010446,2.4977651752549526,0.0774822523049389,10,0.4
1983-01-01,11.180157568495625,3.016251156326884,1.7439591344004162,0.06450578321127631,10,0.4
1983-02-01,10.673525365612813,2.6320677463490845,1.203182923064904,0.08514707234187821,10,0.4
1983-03-01,10.818250380154563,1.969818900778585,1.3001820894698908,0.06376025350825852,10,0.4
1983-04-01,10.530765227376007,2.338072525854671,1.4325783240892696,0.0583079232880864,10,0.4
1983-05-01,11.080158763167523,2.217750712716033,1.5612107690847137,0.06561493219820289,10,0.4
1983-06-01,11.081032455584163,2.0539268819625125,1.976386072653431,0.06415430123451772,10,0.4
1983-07-01,11.792815769994585,2.281366314730522,2.8022399472545207,0.10384021725761221,10,0.4
1983-08-01,11.916164729249957,2.326334936592687,3.16541047965926,0.10512652286476579,10,0.4
1983-09-01,11.445473492484787,2.5597554211143043,3.063325008410104,0.07912089851616352,10,0.4
1983-10-01,11.760282260006774,3.1013863034578844,3.5506154074141394,0.08781923689633994,10,0.4
1983-11-01,11.691798531035314,2.6229046632518864,2.850391719056561,0.06439352932506079,10,0.4
1983-12-01,11.851632321073557,2.7075351358230018,3.0980728656497605,0.0635589268436707,10,0.4
1984-01-01,11.813421360269466,2.789107514943862,2.5219026746266784,0.03724641698121717,10,0.4
1984-02-01,12.159045469634275,2.8539743196134975,2.7970386084069983,0.06327597647578401,10,0.4
1984-03-01,12.41777763807586,2.5257688695019116,3.3173607304709547,0.05830071247447921,10,0.4
1984-04-01,12.704156103801427,2.794214376191503,3.898725592681149,0.09421840354255337,10,0.4
1984-05-01,13.411517737700335,3.1511999347007436,6.247648859313546,0.2655443558482804,10,0.4
1984-06-01,13.173001864653074,2.8471864361629216,6.744642993280971,0.2659558866300285,10,0.4
1984-07-01,12.610485360810642,1.7741126347500584,3.809681900048108,0.1542990152245797,10,0.4
1984-08-01,12.280909273899164,1.2794405566272051,3.901230433522217,0.1129983685592443,10,0.4
1984-09-01,12.029376650951226,1.5158213338191788,3.9389338268367906,0.07994549012780083,10,0.4
1984-10-01,11.42989438112013,2.218906210655233,4.1388163307776145,0.10265147032256633,10,0.4
1984-11-01,11.523903712213963,2.9845576710986066,3.787118057604974,0.07734902155801719,10,0.4
1984-12-01,11.56945420701489,3.704372266834596,4.067567418855904,0.07321268075425122,10,0.4
1985-01-01,11.214112580186791,3.1860025133812053,3.390584923771637,0.042939085319079424,10,0.4
1985-02-01,11.932700302029957,3.3594079615573067,3.8320900119296,0.08457013056957662,10,0.4
1985-03-01,11.659098661023753,3.3764322248001175,3.9555569526877856,0.10276034041352433,10,0.4
1985-04-01,11.597403866309602,3.7587628662164834,3.446081163989603,0.07416343592318461,10,0.4
1985-05-01,10.767515119212295,3.6653220656152388,2.121306014877907,0.09030836191113825,10,0.4
1985-06-01,10.670902753889887,3.948161756947619,2.54531815067067,0.0702328748387468,10,0.4
1985-07-01,10.916288288801255,3.7101916763491616,2.4983851599628073,0.07667123048150887,10,0.4
1985-08-01,10.64975769015189,3.5292644985272745,2.481378531234221,0.09098485506984755,10,0.4
1985-09-01,10.759421157416382,3.804747025286115,2.453170553673458,0.09072352947165238,10,0.4
1985-10-01,10.521700731183053,3.328246793999131,1.545035615470505,0.0780652838463787,10,0.4
1985-11-01,10.146454583955817,2.9058780266807527,0.9153147890649503,0.08430925208824143,10,0.4
1985-12-01,9.613378387198878,2.4351144774861346,0.06405874665479053,0.08306536474370965,10,0.4
1986-01-01,9.633529721573012,2.5354241448267687,0.27755656663510364,0.06509050618582757,10,0.4
1986-02-01,8.378293736544718,1.1756334998024163,0.29208485636926895,0.041118769798118154,10,0.4
1986-03-01,7.511760302496308,1.0548556452359077,0.4355428935421139,0.029522571679813144,10,0.4
1986-04-01,7.5584859390215104,1.3421459949467895,0.7161192459660041,0.03754632608439701,10,0.4
1986-05-01,7.7235728226148845,1.4409562468108033,2.62807934692173,0.05602868894966087,10,0.4
1986-06-01,7.2094478004379186,1.2640048227795706,1.8874316542379117,0.02319666586811975,10,0.4
1986-07-01,7.533552029341076,1.7223991668974588,0.901722917252233,0.02543376995279777,10,0.4
1986-08-01,7.40170378671121,2.2435471251940373,0.16626531099592196,0.04564305770065245,10,0.4
1986-09-01,7.677552145721168,2.496080155350727,1.5756624332506535,0.04260921735362953,10,0.4
1986-10-01,7.765784626317795,2.5690365286994514,0.7300772059236337,0.04924469270379896,10,0.4
1986-11-01,7.562883547610225,2.1645238409582626,0.3421840098091802,0.048142018949365234,10,0.4
1986-12-01,7.639183316825479,1.9742267593169074,0.21676126904027135,0.043662926657162524,10,0.4
1987-01-01,7.64635699975373,2.0034201530684337,0.007031758107760844,0.03915160484653034,10,0.4
1987-02-01,7.60649504881522,2.1260467492001904,0.41093613442139015,0.04940501744130814,10,0.4
1987-03-01,7.962303300980459,2.2418094922407814,0.336574958072335,0.040668783856597786,9,0.4
1987-04-01,8.329867418441456,2.6493660712394327,2.684913353994809,0.14361224926521254,9,0.4
1987-05-01,8.473256921245461,2.627747191707945,3.252995820557147,0.15290234359140134,9,0.4
1987-06-01,8.391476616170063,2.6501377566676148,3.0276640426286905,0.10415975875831886,9,0.4
1987-07-01,8.875911340468496,2.819485448469779,2.2439731574612614,0.08076627955895734,9,0.4
1987-08-01,9.113502510728054,2.8889889965869733,2.73651203218897,0.10365533999845382,9,0.4
1987-09-01,9.657257462409895,2.969087351359507,3.3580218223685323,0.12967908288627314,9,0.4
1987-10-01,8.913780058157702,3.4836021138734723,3.777586852772473,0.15908877369761745,9,0.4
1987-11-01,8.961619393380928,3.441208328832771,3.9464053077935595,0.21700363063542444,9,0.4
1987-12-01,8.833024376454011,2.9907182373042747,3.326859050384184,0.15809693586352433,9,0.4
1988-01-01,8.430831395631264,2.635955126414668,2.0304297593154104,0.10162989743475281,9,0.4
1988-02-01,8.417762629903333,2.7095786858493263,1.7816076259313727,0.10217706543815461,9,0.4
1988-03-01,8.845508808950761,3.055338474131684,2.1697514984696986,0.0962732966180251,9,0.4
1988-04-01,9.11986285775848,2.988909358888209,2.1551929457055192,0.11683924517084544,9,0.4
1988-05-01,9.255881952840062,2.6037648627931507,2.528515478241367,0.12036655483914922,9,0.4
1988-06-01,8.834422800841036,2.1666129857864123,2.2125079635477634,0.0874032066488961,9,0.4
1988-07-01,9.179722891757258,2.0514508204909143,1.9881955182079516,0.0927369849415476,9,0.4
1988-08-01,9.214059167831019,1.6726980521006642,2.0168940759834104,0.10925725731150814,9,0.4
1988-09-01,8.919451422260497,1.369160610837094,1.3595665217412038,0.1023187345714182,9,0.4
1988-10-01,8.746108388221451,1.0634311283727955,0.6357189839837477,0.07710818548787161,9,0.4
1988-11-01,8.983252075433503,0.8106108718851965,1.2740733319144728,0.08907255415885418,9,0.4
1988-12-01,8.791955170197806,0.34492847269277993,2.0432470342630626,0.10827670187837508,9,0.4
1989-01-01,8.680008152660129,-0.07112417489192413,1.4024376424656608,0.06218534721708915,9,0.4
1989-02-01,8.953479705439385,-0.13402876843556488,1.5687382251692945,0.07499492334787271,9,0.4
1989-03-01,8.839866802107498,-0.5251612377141008,1.7329206854391173,0.09847228813097438,9,0.4
1989-04-01,8.740140540542031,-0.0994234181615376,1.2225572113916976,0.09407317970026417,9,0.4
1989-05-01,8.559616860540675,-0.3858395612787887,-0.14480763531638938,0.02355812976386843,9,0.4
1989-06-01,8.109385318766309,-0.10694588684165368,-0.35166082918169417,0.03874409623289699,9,0.4
1989-07-01,8.158447416900103,0.1729308416700991,-1.7408273625923543,0.07786957994938258,9,0.4
1989-08-01,8.11062567846183,-0.06030340519866739,0.6979521528680347,0.04822955354120675,9,0.4
1989-09-01,8.116500803483632,-0.14307428171696657,0.8631026683281317,0.06342229172063334,9,0.4
1989-10-01,7.982189008733501,-0.03074951928963679,-0.4170210837027514,0.03892919033808182,9,0.4
1989-11-01,7.9709569783345495,0.15856671971175684,-0.4661111506129947,0.027663617643218678,9,0.4
1989-12-01,8.009548241463389,0.20684781996823037,-0.07777963099609919,0.036812292100358156,9,0.4
1990-01-01,8.442286223385262,0.4510273751661571,0.45952800169674723,0.04000647501789652,9,0.4
1990-02-01,8.492417511993974,0.49462238434814365,0.754677797665455,0.05171597053333036,9,0.4
1990-03-01,8.491003474118441,0.4343743637839543,1.4163308891244015,0.061212825835223104,9,0.4
1990-04-01,8.800372139111271,0.6932923836035073,2.0925005276917585,0.09664043670098757,9,0.4
1990-05-01,8.49674338246022,0.5353368534526235,1.1786097566277265,0.040406680701103224,9,0.4
1990-06-01,8.40354337697806,0.48679552305874374,0.6543197549443899,0.028302341100606202,9,0.4
1990-07-01,8.52171604154462,0.8904794327993591,0.07152220819679121,0.041593199367419086,9,0.4
1990-08-01,9.14722818340811,1.6431690797513285,0.32647429934710465,0.051723105502562254,9,0.4
1990-09-01,9.071517680629746,1.8040593126441853,0.7427978173747739,0.03343469656173346,9,0.4
1990-10-01,8.973198139782024,1.76662005013626,0.17836195310293643,0.0627748956987504,9,0.4
1990-11-01,8.590529395827357,1.4335791756001093,-0.12783754399274086,0.06256954793238767,9,0.4
1990-12-01,8.431637946576812,1.9586988504894045,0.44687524092521186,0.05158222793130258,9,0.4
1991-01-01,8.36639085974625,2.200146638994257,0.7582543267409846,0.06481361276711992,9,0.4
1991-02-01,8.310338572223246,2.3346274284478667,1.1862462779145317,0.06413000837576964,9,0.4
1991-03-01,8.285458443572935,2.647833118555698,1.9821197566211166,0.05672963986745848,9,0.4
1991-04-01,8.287832938454098,2.9117558405030715,1.9887867429822412,0.05308557908093968,9,0.4
1991-05-01,8.410268248858024,2.9521229003626646,1.617241755654224,0.05698436710621616,9,0.4
1991-06-01,8.492128091558651,3.049221133288044,2.2937030383797534,0.029416471130036103,9,0.4
1991-07-01,8.490496875283844,3.060765495246775,1.916871130646125,0.04136747615367006,9,0.4
1991-08-01,8.30967110114233,3.141806364839109,1.0748841592588165,0.09571414590549333,9,0.4
1991-09-01,8.136770021874769,3.1619695110359696,0.31055801248333964,0.09481552999123159,9,0.4
1991-10-01,8.324769683623074,3.6664113522115587,-0.1714871177093232,0.09995078396860156,9,0.4
1991-11-01,8.414303874736094,4.248464770088589,-0.3648109552799158,0.09180404724970413,9,0.4
1991-12-01,7.893393574720955,4.2426601403249125,-0.7263156058754477,0.09651436751699384,9,0.4
1992-01-01,8.187427382353519,4.6663247635821055,0.7779486035751866,0.11039197584951356,9,0.4
1992-02-01,8.1344745090137,4.520936400791458,1.039683278566913,0.0969073282106378,9,0.4
1992-03-01,8.182765934588968,4.490268484664298,2.069285611950176,0.10393797711164267,9,0.4
1992-04-01,8.294705041179132,4.972483198754293,2.345788941925274,0.07070131736064601,9,0.4
1992-05-01,8.158625317083324,4.799234381349896,1.4879989832275418,0.0857984706633409,9,0.4
1992-06-01,8.238509794191309,4.982629089857786,0.40373143150940044,0.08679722494428305,9,0.4
1992-07-01,7.923555256548011,5.034789695138721,0.023939380563127464,0.07636148076819203,9,0.4
1992-08-01,8.028504130100755,5.138474118090165,-0.9527052950793251,0.11027837694488728,9,0.4
1992-09-01,8.012968523544892,5.581215816872862,-1.2098020013681519,0.09844085788989641,9,0.4
1992-10-01,8.085603514925959,5.380414474787451,0.1935653954430655,0.06388020430300842,9,0.4
1992-11-01,7.923689100301946,4.944978930448911,1.1687660929170423,0.08381745409272917,9,0.4
1992-12-01,7.730973429365976,4.971125382903484,1.1311814743190858,0.0918388916115243,9,0.4
1993-01-01,7.63549614782908,4.985761827326418,0.032796393219338735,0.06234871654005633,9,0.4
1993-02-01,7.400493820953241,4.651351353861991,-0.9157723207451204,0.06937334154850532,9,0.4
1993-03-01,7.390396438220045,4.705569462178725,-0.6468293194441679,0.06151390271271703,9,0.4
1993-04-01,7.502569683476892,4.796252182129758,-1.2452797765473755,0.06853458767459833,9,0.4
1993-05-01,7.379744075502619,4.453146150068326,-0.40352880061800145,0.026659424228607932,9,0.4
1993-06-01,7.085128723120675,4.174423768335485,-0.8920472823509482,0.03427085037703516,9,0.4
1993-07-01,6.904116478013528,3.9950532575710755,-0.21566968206204415,0.030166571685246318,9,0.4
1993-08-01,6.440812665756203,3.535741209358478,-0.5407235789669503,0.031086947445093313,9,0.4
1993-09-01,6.330000249466832,3.517764242992781,-0.1405183577230913,0.016830298742501224,9,0.4
1993-10-01,6.4011949575620095,3.4527265362878072,-0.2624883985838911,0.07704931916037265,10,0.4
1993-11-01,6.743079490444713,3.722422210259447,0.0662232534152999,0.07559145273692051,10,0.4
1993-12-01,6.743260345299942,3.8496305872232615,0.39480387454166344,0.07062049565928442,10,0.4
1994-01-01,6.624857846457825,3.740381158712031,0.04150938536990453,0.055154536498780035,10,0.4
1994-02-01,6.983900884699503,3.695770551684332,0.7294809779615733,0.06063829936172222,10,0.4
